GEOID,SUMLEV,STATE,COUNTY,CBSA,CSA,NECTA,CNECTA,NAME,POP100,HU100,POP100.2000,HU100.2000,PCT020H001,PCT020H001.2000,PCT020H002,PCT020H002.2000,PCT020H003,PCT020H003.2000,PCT020H004,PCT020H004.2000,PCT020H005,PCT020H005.2000,PCT020H006,PCT020H006.2000,PCT020H007,PCT020H007.2000,PCT020H008,PCT020H008.2000,PCT020H009,PCT020H009.2000,PCT020H010,PCT020H010.2000,PCT020H011,PCT020H011.2000,PCT020H012,PCT020H012.2000,PCT020H013,PCT020H013.2000,PCT020H014,PCT020H014.2000,PCT020H015,PCT020H015.2000,PCT020H016,PCT020H016.2000,PCT020H017,PCT020H017.2000,PCT020H018,PCT020H018.2000,PCT020H019,PCT020H019.2000,PCT020H020,PCT020H020.2000,PCT020H021,PCT020H021.2000,PCT020H022,PCT020H022.2000,PCT020H023,PCT020H023.2000,PCT020H024,PCT020H024.2000,PCT020H025,PCT020H025.2000,PCT020H026,PCT020H026.2000,PCT020H027,PCT020H027.2000,PCT020H028,PCT020H028.2000,PCT020H029,PCT020H029.2000,PCT020H030,PCT020H030.2000,PCT020H031,PCT020H031.2000,PCT020H032,PCT020H032.2000
34,040,34,,,,,,New Jersey,8791894,3553562,8414350,3310275,24121,,14302,,9470,,111,,1488,,3622,,3868,,381,,0,,1723,,99,,236,,1388,,2719,,390,,183,,147,,1,,9,,50,,9819,,5212,,180,,176,,4,,4427,,1185,,342,,440,,8,,724,,1728,
