GEOID,SUMLEV,STATE,COUNTY,CBSA,CSA,NECTA,CNECTA,NAME,POP100,HU100,POP100.2000,HU100.2000,PCT020B001,PCT020B001.2000,PCT020B002,PCT020B002.2000,PCT020B003,PCT020B003.2000,PCT020B004,PCT020B004.2000,PCT020B005,PCT020B005.2000,PCT020B006,PCT020B006.2000,PCT020B007,PCT020B007.2000,PCT020B008,PCT020B008.2000,PCT020B009,PCT020B009.2000,PCT020B010,PCT020B010.2000,PCT020B011,PCT020B011.2000,PCT020B012,PCT020B012.2000,PCT020B013,PCT020B013.2000,PCT020B014,PCT020B014.2000,PCT020B015,PCT020B015.2000,PCT020B016,PCT020B016.2000,PCT020B017,PCT020B017.2000,PCT020B018,PCT020B018.2000,PCT020B019,PCT020B019.2000,PCT020B020,PCT020B020.2000,PCT020B021,PCT020B021.2000,PCT020B022,PCT020B022.2000,PCT020B023,PCT020B023.2000,PCT020B024,PCT020B024.2000,PCT020B025,PCT020B025.2000,PCT020B026,PCT020B026.2000,PCT020B027,PCT020B027.2000,PCT020B028,PCT020B028.2000,PCT020B029,PCT020B029.2000,PCT020B030,PCT020B030.2000,PCT020B031,PCT020B031.2000,PCT020B032,PCT020B032.2000
34,040,34,,,,,,New Jersey,8791894,3553562,8414350,3310275,54517,,36450,,23999,,64,,2682,,11634,,8034,,1585,,0,,4584,,298,,592,,3694,,7096,,771,,484,,147,,30,,7,,103,,18067,,7305,,217,,208,,9,,10545,,3317,,1323,,1289,,23,,697,,3896,
