GEOID,SUMLEV,STATE,COUNTY,CBSA,CSA,NECTA,CNECTA,NAME,POP100,HU100,POP100.2000,HU100.2000,PCT020B001,PCT020B001.2000,PCT020B002,PCT020B002.2000,PCT020B003,PCT020B003.2000,PCT020B004,PCT020B004.2000,PCT020B005,PCT020B005.2000,PCT020B006,PCT020B006.2000,PCT020B007,PCT020B007.2000,PCT020B008,PCT020B008.2000,PCT020B009,PCT020B009.2000,PCT020B010,PCT020B010.2000,PCT020B011,PCT020B011.2000,PCT020B012,PCT020B012.2000,PCT020B013,PCT020B013.2000,PCT020B014,PCT020B014.2000,PCT020B015,PCT020B015.2000,PCT020B016,PCT020B016.2000,PCT020B017,PCT020B017.2000,PCT020B018,PCT020B018.2000,PCT020B019,PCT020B019.2000,PCT020B020,PCT020B020.2000,PCT020B021,PCT020B021.2000,PCT020B022,PCT020B022.2000,PCT020B023,PCT020B023.2000,PCT020B024,PCT020B024.2000,PCT020B025,PCT020B025.2000,PCT020B026,PCT020B026.2000,PCT020B027,PCT020B027.2000,PCT020B028,PCT020B028.2000,PCT020B029,PCT020B029.2000,PCT020B030,PCT020B030.2000,PCT020B031,PCT020B031.2000,PCT020B032,PCT020B032.2000
05,040,05,,,,,,Arkansas,2915918,1316299,2673400,1173043,20790,,14458,,10943,,0,,1706,,6383,,2608,,246,,0,,641,,125,,110,,406,,2622,,252,,138,,7,,52,,0,,55,,6332,,4400,,58,,58,,0,,1874,,464,,326,,217,,0,,238,,629,
