GEOID,SUMLEV,STATE,COUNTY,CBSA,CSA,NECTA,CNECTA,NAME,POP100,HU100,POP100.2000,HU100.2000,PCT020C001,PCT020C001.2000,PCT020C002,PCT020C002.2000,PCT020C003,PCT020C003.2000,PCT020C004,PCT020C004.2000,PCT020C005,PCT020C005.2000,PCT020C006,PCT020C006.2000,PCT020C007,PCT020C007.2000,PCT020C008,PCT020C008.2000,PCT020C009,PCT020C009.2000,PCT020C010,PCT020C010.2000,PCT020C011,PCT020C011.2000,PCT020C012,PCT020C012.2000,PCT020C013,PCT020C013.2000,PCT020C014,PCT020C014.2000,PCT020C015,PCT020C015.2000,PCT020C016,PCT020C016.2000,PCT020C017,PCT020C017.2000,PCT020C018,PCT020C018.2000,PCT020C019,PCT020C019.2000,PCT020C020,PCT020C020.2000,PCT020C021,PCT020C021.2000,PCT020C022,PCT020C022.2000,PCT020C023,PCT020C023.2000,PCT020C024,PCT020C024.2000,PCT020C025,PCT020C025.2000,PCT020C026,PCT020C026.2000,PCT020C027,PCT020C027.2000,PCT020C028,PCT020C028.2000,PCT020C029,PCT020C029.2000,PCT020C030,PCT020C030.2000,PCT020C031,PCT020C031.2000,PCT020C032,PCT020C032.2000
47,040,47,,,,,,Tennessee,6346105,2812133,5689283,2439443,478,,187,,133,,1,,15,,72,,43,,2,,0,,20,,7,,10,,3,,25,,9,,3,,4,,0,,0,,2,,291,,157,,23,,23,,0,,111,,46,,18,,11,,0,,4,,32,
