GEOID,SUMLEV,STATE,COUNTY,CBSA,CSA,NECTA,CNECTA,NAME,POP100,HU100,POP100.2000,HU100.2000,PCT020G001,PCT020G001.2000,PCT020G002,PCT020G002.2000,PCT020G003,PCT020G003.2000,PCT020G004,PCT020G004.2000,PCT020G005,PCT020G005.2000,PCT020G006,PCT020G006.2000,PCT020G007,PCT020G007.2000,PCT020G008,PCT020G008.2000,PCT020G009,PCT020G009.2000,PCT020G010,PCT020G010.2000,PCT020G011,PCT020G011.2000,PCT020G012,PCT020G012.2000,PCT020G013,PCT020G013.2000,PCT020G014,PCT020G014.2000,PCT020G015,PCT020G015.2000,PCT020G016,PCT020G016.2000,PCT020G017,PCT020G017.2000,PCT020G018,PCT020G018.2000,PCT020G019,PCT020G019.2000,PCT020G020,PCT020G020.2000,PCT020G021,PCT020G021.2000,PCT020G022,PCT020G022.2000,PCT020G023,PCT020G023.2000,PCT020G024,PCT020G024.2000,PCT020G025,PCT020G025.2000,PCT020G026,PCT020G026.2000,PCT020G027,PCT020G027.2000,PCT020G028,PCT020G028.2000,PCT020G029,PCT020G029.2000,PCT020G030,PCT020G030.2000,PCT020G031,PCT020G031.2000,PCT020G032,PCT020G032.2000
28,040,28,,,,,,Mississippi,2967297,1274719,2844658,1161953,1291,,682,,615,,0,,407,,166,,40,,2,,0,,13,,4,,6,,3,,42,,12,,8,,4,,0,,0,,0,,609,,341,,204,,204,,0,,64,,3,,7,,8,,2,,26,,18,
