GEOID,SUMLEV,STATE,COUNTY,CBSA,CSA,NECTA,CNECTA,NAME,POP100,HU100,POP100.2000,HU100.2000,PCT020D001,PCT020D001.2000,PCT020D002,PCT020D002.2000,PCT020D003,PCT020D003.2000,PCT020D004,PCT020D004.2000,PCT020D005,PCT020D005.2000,PCT020D006,PCT020D006.2000,PCT020D007,PCT020D007.2000,PCT020D008,PCT020D008.2000,PCT020D009,PCT020D009.2000,PCT020D010,PCT020D010.2000,PCT020D011,PCT020D011.2000,PCT020D012,PCT020D012.2000,PCT020D013,PCT020D013.2000,PCT020D014,PCT020D014.2000,PCT020D015,PCT020D015.2000,PCT020D016,PCT020D016.2000,PCT020D017,PCT020D017.2000,PCT020D018,PCT020D018.2000,PCT020D019,PCT020D019.2000,PCT020D020,PCT020D020.2000,PCT020D021,PCT020D021.2000,PCT020D022,PCT020D022.2000,PCT020D023,PCT020D023.2000,PCT020D024,PCT020D024.2000,PCT020D025,PCT020D025.2000,PCT020D026,PCT020D026.2000,PCT020D027,PCT020D027.2000,PCT020D028,PCT020D028.2000,PCT020D029,PCT020D029.2000,PCT020D030,PCT020D030.2000,PCT020D031,PCT020D031.2000,PCT020D032,PCT020D032.2000
48,040,48,,,,,,Texas,25145561,9977436,20851820,8157575,12905,,2315,,1665,,703,,251,,489,,200,,22,,0,,39,,11,,12,,16,,581,,30,,22,,5,,2,,0,,1,,10590,,8326,,1067,,1067,,0,,1197,,221,,89,,34,,4,,333,,516,
