GEOID,SUMLEV,STATE,COUNTY,CBSA,CSA,NECTA,CNECTA,NAME,POP100,HU100,POP100.2000,HU100.2000,PCT020I001,PCT020I001.2000,PCT020I002,PCT020I002.2000,PCT020I003,PCT020I003.2000,PCT020I004,PCT020I004.2000,PCT020I005,PCT020I005.2000,PCT020I006,PCT020I006.2000,PCT020I007,PCT020I007.2000,PCT020I008,PCT020I008.2000,PCT020I009,PCT020I009.2000,PCT020I010,PCT020I010.2000,PCT020I011,PCT020I011.2000,PCT020I012,PCT020I012.2000,PCT020I013,PCT020I013.2000,PCT020I014,PCT020I014.2000,PCT020I015,PCT020I015.2000,PCT020I016,PCT020I016.2000,PCT020I017,PCT020I017.2000,PCT020I018,PCT020I018.2000,PCT020I019,PCT020I019.2000,PCT020I020,PCT020I020.2000,PCT020I021,PCT020I021.2000,PCT020I022,PCT020I022.2000,PCT020I023,PCT020I023.2000,PCT020I024,PCT020I024.2000,PCT020I025,PCT020I025.2000,PCT020I026,PCT020I026.2000,PCT020I027,PCT020I027.2000,PCT020I028,PCT020I028.2000,PCT020I029,PCT020I029.2000,PCT020I030,PCT020I030.2000,PCT020I031,PCT020I031.2000,PCT020I032,PCT020I032.2000
21,040,21,,,,,,Kentucky,4339367,1927164,4041769,1750927,94790,,53008,,26418,,396,,2899,,9018,,13266,,839,,0,,1503,,231,,816,,456,,23880,,1207,,432,,485,,24,,6,,260,,41782,,29355,,4007,,4007,,0,,8420,,1411,,1520,,1753,,0,,1537,,2199,
