GEOID,SUMLEV,STATE,COUNTY,CBSA,CSA,NECTA,CNECTA,NAME,POP100,HU100,POP100.2000,HU100.2000,PCT020E001,PCT020E001.2000,PCT020E002,PCT020E002.2000,PCT020E003,PCT020E003.2000,PCT020E004,PCT020E004.2000,PCT020E005,PCT020E005.2000,PCT020E006,PCT020E006.2000,PCT020E007,PCT020E007.2000,PCT020E008,PCT020E008.2000,PCT020E009,PCT020E009.2000,PCT020E010,PCT020E010.2000,PCT020E011,PCT020E011.2000,PCT020E012,PCT020E012.2000,PCT020E013,PCT020E013.2000,PCT020E014,PCT020E014.2000,PCT020E015,PCT020E015.2000,PCT020E016,PCT020E016.2000,PCT020E017,PCT020E017.2000,PCT020E018,PCT020E018.2000,PCT020E019,PCT020E019.2000,PCT020E020,PCT020E020.2000,PCT020E021,PCT020E021.2000,PCT020E022,PCT020E022.2000,PCT020E023,PCT020E023.2000,PCT020E024,PCT020E024.2000,PCT020E025,PCT020E025.2000,PCT020E026,PCT020E026.2000,PCT020E027,PCT020E027.2000,PCT020E028,PCT020E028.2000,PCT020E029,PCT020E029.2000,PCT020E030,PCT020E030.2000,PCT020E031,PCT020E031.2000,PCT020E032,PCT020E032.2000
47,040,47,,,,,,Tennessee,6346105,2812133,5689283,2439443,70,,17,,5,,0,,0,,4,,1,,0,,0,,1,,0,,0,,1,,10,,1,,0,,1,,0,,0,,0,,53,,39,,10,,10,,0,,4,,2,,0,,0,,0,,0,,2,
