GEOID,SUMLEV,STATE,COUNTY,CBSA,CSA,NECTA,CNECTA,NAME,POP100,HU100,POP100.2000,HU100.2000,PCT020E001,PCT020E001.2000,PCT020E002,PCT020E002.2000,PCT020E003,PCT020E003.2000,PCT020E004,PCT020E004.2000,PCT020E005,PCT020E005.2000,PCT020E006,PCT020E006.2000,PCT020E007,PCT020E007.2000,PCT020E008,PCT020E008.2000,PCT020E009,PCT020E009.2000,PCT020E010,PCT020E010.2000,PCT020E011,PCT020E011.2000,PCT020E012,PCT020E012.2000,PCT020E013,PCT020E013.2000,PCT020E014,PCT020E014.2000,PCT020E015,PCT020E015.2000,PCT020E016,PCT020E016.2000,PCT020E017,PCT020E017.2000,PCT020E018,PCT020E018.2000,PCT020E019,PCT020E019.2000,PCT020E020,PCT020E020.2000,PCT020E021,PCT020E021.2000,PCT020E022,PCT020E022.2000,PCT020E023,PCT020E023.2000,PCT020E024,PCT020E024.2000,PCT020E025,PCT020E025.2000,PCT020E026,PCT020E026.2000,PCT020E027,PCT020E027.2000,PCT020E028,PCT020E028.2000,PCT020E029,PCT020E029.2000,PCT020E030,PCT020E030.2000,PCT020E031,PCT020E031.2000,PCT020E032,PCT020E032.2000
29,040,29,,,,,,Missouri,5988927,2712729,5595211,2442017,252,,67,,34,,0,,4,,16,,12,,2,,0,,4,,1,,2,,1,,29,,0,,0,,0,,0,,0,,0,,185,,75,,71,,71,,0,,39,,5,,7,,2,,0,,13,,12,
