GEOID,SUMLEV,STATE,COUNTY,CBSA,CSA,NECTA,CNECTA,NAME,POP100,HU100,POP100.2000,HU100.2000,PCT020001,PCT020001.2000,PCT020002,PCT020002.2000,PCT020003,PCT020003.2000,PCT020004,PCT020004.2000,PCT020005,PCT020005.2000,PCT020006,PCT020006.2000,PCT020007,PCT020007.2000,PCT020008,PCT020008.2000,PCT020009,PCT020009.2000,PCT020010,PCT020010.2000,PCT020011,PCT020011.2000,PCT020012,PCT020012.2000,PCT020013,PCT020013.2000,PCT020014,PCT020014.2000,PCT020015,PCT020015.2000,PCT020016,PCT020016.2000,PCT020017,PCT020017.2000,PCT020018,PCT020018.2000,PCT020019,PCT020019.2000,PCT020020,PCT020020.2000,PCT020021,PCT020021.2000,PCT020022,PCT020022.2000,PCT020023,PCT020023.2000,PCT020024,PCT020024.2000,PCT020025,PCT020025.2000,PCT020026,PCT020026.2000,PCT020027,PCT020027.2000,PCT020028,PCT020028.2000,PCT020029,PCT020029.2000,PCT020030,PCT020030.2000,PCT020031,PCT020031.2000,PCT020032,PCT020032.2000
28,040,28,,,,,,Mississippi,2967297,1274719,2844658,1161953,91964,,55135,,34273,,0,,5524,,18677,,7937,,2135,,0,,2247,,293,,405,,1549,,16496,,2119,,1577,,303,,113,,0,,126,,36829,,26472,,3938,,3906,,32,,6419,,440,,1555,,1423,,25,,1734,,1242,
