GEOID,SUMLEV,STATE,COUNTY,CBSA,CSA,NECTA,CNECTA,NAME,POP100,HU100,POP100.2000,HU100.2000,PCT020F001,PCT020F001.2000,PCT020F002,PCT020F002.2000,PCT020F003,PCT020F003.2000,PCT020F004,PCT020F004.2000,PCT020F005,PCT020F005.2000,PCT020F006,PCT020F006.2000,PCT020F007,PCT020F007.2000,PCT020F008,PCT020F008.2000,PCT020F009,PCT020F009.2000,PCT020F010,PCT020F010.2000,PCT020F011,PCT020F011.2000,PCT020F012,PCT020F012.2000,PCT020F013,PCT020F013.2000,PCT020F014,PCT020F014.2000,PCT020F015,PCT020F015.2000,PCT020F016,PCT020F016.2000,PCT020F017,PCT020F017.2000,PCT020F018,PCT020F018.2000,PCT020F019,PCT020F019.2000,PCT020F020,PCT020F020.2000,PCT020F021,PCT020F021.2000,PCT020F022,PCT020F022.2000,PCT020F023,PCT020F023.2000,PCT020F024,PCT020F024.2000,PCT020F025,PCT020F025.2000,PCT020F026,PCT020F026.2000,PCT020F027,PCT020F027.2000,PCT020F028,PCT020F028.2000,PCT020F029,PCT020F029.2000,PCT020F030,PCT020F030.2000,PCT020F031,PCT020F031.2000,PCT020F032,PCT020F032.2000
02,040,02,,,,,,Alaska,710231,306967,626932,260978,668,,53,,31,,0,,0,,14,,9,,8,,0,,11,,1,,10,,0,,11,,0,,0,,0,,0,,0,,0,,615,,21,,159,,159,,0,,435,,15,,1,,1,,64,,331,,23,
